Table: Ground-state properties of even-even nuclei calculated by the DRHBc theory

Z				Proton number
N				Neutron number
A				Mass number
Eb_cal			(MeV) Binding energy from DRHBc calculations
Ebrot_cal		(MeV) Binding energy plus rotational correction energy from DRHBc calculations, which is suggested to be compared with the experimental value
Eb_exp			(MeV) Binding energy from experimental data
S2n				(MeV) Two-neutron separation energy
S2p				(MeV) Two-proton separation energy
Rn				(fm) Neutron root-mean-square radius
Rp				(fm) Proton root-mean-square radius
Rm				(fm) Matter root-mean-square radius
Rch_cal			(fm) Charge radius from DRHBc calculations
Rch_exp			(fm) Charge radius from experimental data
beta_n			Neutron quadrupole deformation
beta_p			Proton quadrupole deformation
beta_t			Matter quadrupole deformation
lam_n			(MeV) Neutron Fermi surface
lam_p			(MeV) Proton Fermi surface

Note: Unavailable data are shown by ####

Z	A	N	Eb_cal	Ebrot_cal	Eb_exp	S2n	S2p	    Rn	    Rp	    Rm	    Rch_cal	Rch_exp	beta_n	beta_p	beta_t	lam_n	lam_p
26	48	22	384.00	386.47	385.09	32.19	3.83	3.45	3.64	3.55	3.72	####	0.144	0.169	0.158	-16.23	-1.22
26	50	24	416.49	418.55	417.70	32.49	6.53	3.53	3.64	3.58	3.72	####	0.268	0.270	0.269	-15.41	-2.23
26	52	26	445.68	447.92	447.70	29.19	12.06	3.57	3.61	3.59	3.70	3.73	0.235	0.240	0.237	-13.20	-4.36
26	54	28	470.35	470.35	471.76	24.67	15.51	3.58	3.57	3.58	3.66	3.69	0.000	0.000	0.000	-11.65	-7.16
26	56	30	489.94	491.81	492.26	19.58	18.21	3.70	3.63	3.67	3.72	3.74	0.230	0.224	0.227	-9.68	-7.68
26	58	32	507.10	509.32	509.95	17.16	20.76	3.80	3.67	3.74	3.76	3.77	0.235	0.228	0.232	-8.50	-8.91
26	60	34	523.05	525.30	525.35	15.96	23.42	3.87	3.70	3.80	3.79	####	0.226	0.222	0.224	-7.74	-10.26
26	62	36	537.22	539.39	538.96	14.17	25.39	3.94	3.72	3.85	3.80	####	0.169	0.182	0.175	-7.08	-11.59
26	64	38	550.74	550.74	551.19	13.51	27.13	4.00	3.73	3.89	3.81	####	0.023	0.025	0.024	-7.27	-13.01
26	66	40	564.79	564.79	562.43	14.05	29.45	4.06	3.76	3.95	3.84	####	0.000	0.000	0.000	-6.13	-14.12
26	68	42	574.40	574.40	####	9.60	31.92	4.12	3.78	3.99	3.86	####	0.000	0.000	0.000	-4.66	-15.40
26	70	44	583.49	585.71	####	9.09	33.64	4.19	3.81	4.06	3.90	####	0.165	0.179	0.170	-4.66	-16.06
26	72	46	591.94	594.06	####	8.45	35.87	4.26	3.84	4.11	3.92	####	0.206	0.212	0.208	-3.85	-16.98
26	74	48	598.66	600.88	####	6.72	37.66	4.33	3.86	4.17	3.94	####	0.233	0.222	0.229	-3.18	-17.87
26	76	50	604.30	606.42	####	5.64	39.68	4.41	3.88	4.23	3.97	####	0.269	0.233	0.257	-2.61	-18.64
26	78	52	608.62	610.87	####	4.33	41.30	4.48	3.90	4.30	3.98	####	0.268	0.226	0.254	-2.12	-19.40
26	80	54	612.21	614.46	####	3.59	42.66	4.55	3.92	4.36	4.00	####	0.259	0.215	0.245	-1.82	-20.11
26	82	56	615.24	617.38	####	3.03	43.78	4.62	3.93	4.41	4.02	####	0.234	0.197	0.222	-1.54	-20.80
26	84	58	617.71	619.82	####	2.47	44.55	4.69	3.95	4.47	4.03	####	0.190	0.168	0.183	-1.34	-21.43
26	86	60	619.90	622.05	####	2.18	45.11	4.76	3.95	4.53	4.03	####	0.121	0.117	0.120	-1.24	-22.01
26	88	62	621.97	621.97	####	2.08	45.82	4.83	3.95	4.59	4.03	####	0.000	0.000	0.000	-1.11	-22.54
26	90	64	623.67	623.67	####	1.69	46.81	4.89	3.98	4.65	4.06	####	0.000	0.000	0.000	-0.90	-23.02
26	92	66	625.00	625.00	####	1.33	47.79	4.95	4.01	4.70	4.09	####	0.000	0.000	0.000	-0.74	-23.55
26	94	68	626.08	626.08	####	1.08	48.89	4.99	4.05	4.75	4.13	####	0.000	0.000	0.000	-0.55	-24.09
26	96	70	626.74	626.74	####	0.66	50.04	5.05	4.09	4.80	4.16	####	0.000	0.000	0.000	0.04	-24.63
28	48	20	349.63	349.63	####	####	-2.18	3.39	3.73	3.59	3.82	####	0.000	0.000	0.000	-20.28	1.83
28	50	22	385.34	385.34	####	35.71	1.34	3.45	3.68	3.58	3.77	####	0.000	0.000	0.000	-17.43	-1.90
28	52	24	419.22	419.22	420.36	33.88	2.73	3.50	3.66	3.58	3.75	####	0.000	0.000	0.000	-16.66	-0.83
28	54	26	451.87	451.87	453.22	32.65	6.19	3.54	3.64	3.59	3.73	####	0.000	0.000	0.000	-16.03	-2.31
28	56	28	483.65	483.65	484.00	31.78	13.30	3.57	3.62	3.60	3.71	####	0.000	0.000	0.000	-13.29	-3.87
28	58	30	503.69	503.69	506.46	20.04	13.76	3.67	3.65	3.66	3.74	3.78	0.000	0.000	0.000	-10.07	-5.23
28	60	32	522.90	525.75	526.85	19.21	15.81	3.77	3.70	3.74	3.79	3.81	-0.149	-0.128	-0.139	-9.86	-6.73
28	62	34	541.90	544.08	545.26	18.99	18.84	3.87	3.75	3.82	3.84	3.84	-0.231	-0.199	-0.216	-9.09	-8.26
28	64	36	559.03	561.55	561.76	17.13	21.80	3.92	3.75	3.85	3.84	3.86	-0.127	-0.108	-0.119	-8.66	-9.24
28	66	38	575.79	575.79	576.81	16.76	25.05	3.97	3.77	3.89	3.86	####	0.000	0.000	0.000	-8.46	-10.36
28	68	40	592.02	592.02	590.41	16.23	27.23	4.04	3.80	3.94	3.88	3.89	0.000	0.000	0.000	-7.30	-11.50
28	70	42	604.22	604.22	602.30	12.20	29.82	4.09	3.81	3.98	3.90	####	0.000	0.000	0.000	-5.90	-12.73
28	72	44	615.09	615.09	613.46	10.87	31.60	4.15	3.83	4.03	3.92	####	0.000	0.000	0.000	-5.36	-13.97
28	74	46	625.05	625.05	####	9.96	33.11	4.19	3.85	4.07	3.93	####	0.000	0.000	0.000	-4.91	-15.18
28	76	48	634.31	634.31	####	9.26	35.64	4.24	3.87	4.11	3.95	####	0.000	0.000	0.000	-4.48	-16.40
28	78	50	642.86	642.86	####	8.55	38.56	4.28	3.89	4.14	3.97	####	0.000	0.000	0.000	-3.37	-17.66
28	80	52	647.64	647.64	####	4.79	39.02	4.38	3.90	4.22	3.98	####	0.000	0.000	0.000	-2.49	-18.09
28	82	54	652.00	652.00	####	4.36	39.79	4.46	3.92	4.28	4.00	####	0.000	0.000	0.000	-2.29	-18.56
28	84	56	656.06	656.06	####	4.06	40.82	4.55	3.93	4.35	4.01	####	0.000	0.000	0.000	-2.12	-19.06
28	86	58	659.80	659.80	####	3.74	42.09	4.63	3.95	4.42	4.03	####	0.000	0.000	0.000	-1.95	-19.56
28	88	60	663.22	663.22	####	3.42	43.32	4.70	3.97	4.48	4.05	####	0.000	0.000	0.000	-1.77	-19.98
28	90	62	666.28	666.28	####	3.06	44.30	4.77	3.99	4.54	4.07	####	0.000	0.000	0.000	-1.58	-20.53
28	92	64	668.93	668.93	####	2.65	45.26	4.83	4.02	4.60	4.10	####	0.000	0.000	0.000	-1.40	-21.14
28	94	66	671.31	671.31	####	2.38	46.31	4.89	4.05	4.65	4.13	####	0.000	0.000	0.000	-1.26	-21.73
28	96	68	673.46	673.46	####	2.15	47.38	4.94	4.09	4.70	4.17	####	0.000	0.000	0.000	-1.09	-22.39
28	98	70	675.22	675.22	####	1.76	48.47	4.98	4.13	4.76	4.20	####	0.000	0.000	0.000	-0.45	-23.03
28	100	72	674.84	674.84	####	-0.38	49.14	5.05	4.15	4.81	4.23	####	0.000	0.000	0.000	0.22	-23.56
30	54	24	417.87	419.99	####	36.64	-1.34	3.56	3.81	3.70	3.89	####	0.220	0.244	0.234	-18.03	1.08
30	56	26	452.81	454.64	####	34.94	0.94	3.60	3.78	3.70	3.86	####	0.217	0.243	0.231	-16.35	-0.09
30	58	28	484.88	484.88	486.96	32.07	1.23	3.61	3.73	3.67	3.82	####	0.000	0.000	0.000	-14.49	-0.46
30	60	30	511.89	514.36	514.98	27.01	8.20	3.72	3.77	3.74	3.85	####	0.216	0.227	0.222	-12.77	-3.03
30	62	32	533.81	536.25	538.12	21.92	10.90	3.80	3.80	3.80	3.88	3.90	0.222	0.230	0.226	-10.90	-4.49
30	64	34	554.56	556.73	559.10	20.75	12.66	3.87	3.82	3.85	3.91	3.93	0.222	0.228	0.225	-10.11	-5.89
30	66	36	573.58	576.57	578.14	19.02	14.55	3.94	3.85	3.90	3.93	3.95	-0.185	-0.180	-0.183	-9.53	-6.84
30	68	38	592.03	594.38	595.39	18.45	16.24	3.99	3.86	3.93	3.94	3.97	-0.117	-0.119	-0.118	-9.07	-7.73
30	70	40	610.12	610.12	611.09	18.09	18.10	4.05	3.87	3.97	3.95	3.98	0.000	0.000	0.000	-8.46	-8.59
30	72	42	624.61	624.61	625.81	14.49	20.39	4.10	3.89	4.01	3.97	4.00	0.000	0.000	0.000	-7.05	-9.74
30	74	44	639.12	641.08	639.56	14.51	24.04	4.17	3.92	4.07	4.00	4.01	0.179	0.196	0.186	-7.20	-11.54
30	76	46	652.48	653.89	652.25	13.35	27.43	4.22	3.94	4.11	4.02	4.02	0.206	0.214	0.209	-6.06	-12.99
30	78	48	663.18	665.08	663.58	10.71	28.88	4.27	3.95	4.15	4.03	4.03	0.174	0.187	0.179	-4.95	-13.97
30	80	50	673.04	673.04	673.88	9.86	30.18	4.28	3.95	4.16	4.03	4.02	0.000	0.000	0.000	-4.33	-14.54
30	82	52	679.83	681.26	680.69	6.79	32.19	4.39	3.99	4.25	4.07	####	0.200	0.178	0.192	-3.55	-15.79
30	84	54	686.23	688.25	####	6.40	34.22	4.47	4.02	4.31	4.10	####	0.230	0.197	0.218	-3.15	-16.68
30	86	56	691.85	693.83	####	5.62	35.79	4.54	4.04	4.37	4.12	####	0.243	0.203	0.229	-2.75	-17.48
30	88	58	696.58	698.55	####	4.74	36.79	4.61	4.06	4.43	4.14	####	0.231	0.201	0.221	-2.38	-18.12
30	90	60	701.17	703.74	####	4.58	37.95	4.69	4.10	4.50	4.18	####	-0.240	-0.197	-0.225	-2.29	-18.64
30	92	62	705.17	707.71	####	4.01	38.90	4.75	4.11	4.55	4.19	####	-0.214	-0.179	-0.202	-2.03	-19.23
30	94	64	708.73	711.16	####	3.55	39.80	4.80	4.13	4.60	4.21	####	-0.178	-0.157	-0.171	-1.81	-19.74
30	96	66	711.91	714.26	####	3.18	40.60	4.85	4.14	4.64	4.22	####	-0.114	-0.114	-0.114	-1.73	-20.07
30	98	68	715.22	715.22	####	3.31	41.76	4.90	4.16	4.69	4.23	####	0.000	0.000	0.000	-1.86	-20.40
30	100	70	718.56	718.56	####	3.33	43.34	4.95	4.19	4.74	4.26	####	0.000	0.000	0.000	-1.18	-21.11
30	102	72	719.45	719.45	####	0.89	44.61	5.00	4.22	4.78	4.29	####	0.000	0.000	0.000	-0.37	-21.83
30	104	74	719.93	722.02	####	0.48	46.05	5.07	4.25	4.85	4.32	####	0.147	0.159	0.150	-0.61	-22.76
30	106	76	720.89	723.03	####	0.96	47.61	5.14	4.28	4.91	4.35	####	0.216	0.201	0.212	-0.49	-23.31
30	108	78	721.50	723.61	####	0.61	48.26	5.22	4.30	4.98	4.38	####	0.265	0.223	0.253	-0.29	-23.68
30	110	80	721.63	723.81	####	0.13	48.87	5.29	4.32	5.05	4.40	####	0.293	0.238	0.278	-0.07	-24.03
30	112	82	721.40	723.63	####	-0.23	49.40	5.36	4.35	5.11	4.42	####	0.314	0.250	0.297	0.08	-24.35
32	60	28	484.28	487.05	####	####	-0.59	3.65	3.84	3.76	3.93	####	-0.095	-0.125	-0.111	-15.79	0.30
32	62	30	514.01	516.47	####	29.72	2.12	3.75	3.87	3.81	3.95	####	0.221	0.235	0.228	-14.19	-0.81
32	64	32	539.68	542.65	545.84	25.67	5.87	3.83	3.89	3.86	3.97	####	0.230	0.240	0.235	-12.69	-2.57
32	66	34	564.83	567.82	569.28	25.15	10.27	3.91	3.92	3.92	4.00	####	-0.252	-0.251	-0.252	-11.88	-4.68
32	68	36	585.99	589.27	590.79	21.16	12.41	3.97	3.94	3.96	4.02	####	-0.233	-0.236	-0.234	-10.47	-5.78
32	70	38	606.14	608.97	610.52	20.16	14.11	4.02	3.94	3.98	4.02	4.04	-0.178	-0.191	-0.184	-9.99	-6.69
32	72	40	625.72	625.72	628.69	19.58	15.60	4.06	3.94	4.01	4.02	4.06	0.000	0.000	0.000	-9.61	-7.41
32	74	42	642.55	642.55	645.66	16.83	17.94	4.11	3.95	4.04	4.03	4.07	0.013	0.017	0.015	-8.22	-8.57
32	76	44	659.49	661.84	661.60	16.94	20.37	4.17	3.98	4.09	4.06	4.08	0.164	0.183	0.172	-8.29	-9.66
32	78	46	675.32	677.39	676.39	15.82	22.84	4.22	4.00	4.13	4.08	####	0.186	0.201	0.192	-7.41	-10.83
32	80	48	689.01	690.95	690.21	13.69	25.83	4.26	4.01	4.16	4.09	####	0.164	0.184	0.172	-6.11	-12.21
32	82	50	700.65	700.65	702.23	11.64	27.61	4.29	4.01	4.18	4.09	####	0.000	0.000	0.000	-5.30	-13.28
32	84	52	708.93	711.08	711.10	8.28	29.10	4.39	4.05	4.26	4.13	####	0.187	0.176	0.183	-4.45	-13.85
32	86	54	717.04	719.48	718.50	8.11	30.81	4.46	4.08	4.32	4.16	####	0.229	0.201	0.219	-4.04	-14.74
32	88	56	724.48	726.83	####	7.44	32.63	4.53	4.11	4.38	4.18	####	0.250	0.213	0.237	-3.58	-15.66
32	90	58	731.24	733.75	####	6.76	34.66	4.62	4.14	4.46	4.22	####	-0.269	-0.230	-0.255	-3.42	-16.73
32	92	60	737.19	739.89	####	5.95	36.02	4.68	4.16	4.50	4.24	####	-0.258	-0.223	-0.246	-2.92	-17.42
32	94	62	742.43	745.16	####	5.24	37.25	4.73	4.18	4.55	4.26	####	-0.241	-0.213	-0.231	-2.65	-18.07
32	96	64	747.16	749.74	####	4.74	38.44	4.78	4.20	4.60	4.28	####	-0.225	-0.204	-0.218	-2.35	-18.71
32	98	66	751.24	753.76	####	4.08	39.33	4.83	4.22	4.64	4.30	####	-0.200	-0.191	-0.197	-2.05	-19.28
32	100	68	754.90	757.18	####	3.65	39.68	4.88	4.22	4.68	4.30	####	-0.078	-0.094	-0.083	-2.21	-19.47
32	102	70	759.49	759.49	####	4.60	40.94	4.92	4.24	4.72	4.32	####	0.000	0.000	0.000	-1.91	-20.04
32	104	72	761.89	761.89	####	2.39	42.44	4.97	4.27	4.76	4.34	####	0.000	0.000	0.000	-1.07	-20.80
32	106	74	763.89	766.15	####	2.01	43.96	5.02	4.30	4.82	4.37	####	0.119	0.146	0.127	-1.17	-21.41
32	108	76	765.87	768.10	####	1.98	44.99	5.08	4.33	4.87	4.40	####	0.171	0.181	0.174	-0.95	-21.95
32	110	78	767.36	769.55	####	1.49	45.86	5.15	4.35	4.93	4.42	####	0.220	0.201	0.214	-0.73	-22.42
32	112	80	768.43	770.55	####	1.07	46.80	5.22	4.37	4.99	4.44	####	0.258	0.214	0.245	-0.50	-22.88
32	114	82	769.03	771.22	####	0.60	47.63	5.29	4.39	5.05	4.46	####	0.281	0.222	0.264	-0.29	-23.33
32	116	84	769.26	771.43	####	0.23	48.37	5.36	4.41	5.11	4.48	####	0.297	0.226	0.277	-0.13	-23.74
32	118	86	769.13	771.29	####	-0.13	49.11	5.42	4.42	5.17	4.49	####	0.301	0.227	0.281	0.04	-24.15
34	64	30	514.08	516.32	####	####	0.08	3.78	3.95	3.87	4.03	####	0.221	0.235	0.229	-15.53	0.36
34	66	32	544.02	546.99	####	29.93	4.34	3.87	3.99	3.93	4.07	####	-0.242	-0.266	-0.255	-14.79	-1.36
34	68	34	572.94	575.95	576.44	28.92	8.11	3.93	4.00	3.97	4.08	####	-0.259	-0.270	-0.265	-13.26	-2.75
34	70	36	596.35	599.46	600.32	23.40	10.36	4.00	4.01	4.00	4.09	####	-0.262	-0.269	-0.266	-11.49	-3.97
34	72	38	618.36	621.16	622.40	22.02	12.22	4.05	4.02	4.04	4.10	####	-0.241	-0.254	-0.247	-10.91	-5.06
34	74	40	639.32	641.86	642.89	20.95	13.60	4.10	4.03	4.06	4.11	4.07	-0.213	-0.228	-0.220	-10.29	-6.27
34	76	42	658.75	661.35	662.07	19.44	16.20	4.15	4.04	4.10	4.12	4.14	-0.213	-0.227	-0.219	-9.39	-7.39
34	78	44	677.20	679.54	679.99	18.44	17.70	4.18	4.04	4.12	4.12	4.14	0.146	0.166	0.155	-9.35	-8.30
34	80	46	695.32	697.44	696.87	18.13	20.01	4.23	4.05	4.15	4.13	4.14	0.176	0.194	0.183	-8.64	-9.28
34	82	48	711.68	713.71	712.84	16.36	22.67	4.27	4.06	4.18	4.14	4.14	0.164	0.188	0.174	-7.15	-10.40
34	84	50	725.79	725.79	727.34	14.11	25.14	4.29	4.06	4.20	4.14	####	0.000	0.000	0.000	-6.33	-11.96
34	86	52	735.11	737.44	738.04	9.32	26.18	4.39	4.10	4.28	4.18	####	-0.183	-0.195	-0.188	-5.26	-12.41
34	88	54	745.04	747.64	747.56	9.93	28.00	4.47	4.14	4.34	4.21	####	-0.222	-0.218	-0.220	-5.02	-13.24
34	90	56	754.57	757.22	755.62	9.53	30.10	4.54	4.17	4.40	4.24	####	-0.252	-0.233	-0.245	-4.75	-14.09
34	92	58	763.47	765.92	####	8.89	32.22	4.61	4.19	4.46	4.27	####	-0.276	-0.243	-0.264	-4.18	-14.91
34	94	60	770.76	773.41	####	7.30	33.58	4.66	4.22	4.51	4.29	####	-0.271	-0.241	-0.260	-3.58	-15.61
34	96	62	777.30	779.96	####	6.53	34.87	4.72	4.24	4.55	4.31	####	-0.261	-0.237	-0.252	-3.29	-16.30
34	98	64	783.34	785.85	####	6.05	36.18	4.77	4.26	4.60	4.33	####	-0.253	-0.233	-0.246	-3.01	-17.01
34	100	66	788.74	791.14	####	5.39	37.49	4.82	4.28	4.64	4.36	####	-0.247	-0.231	-0.241	-2.64	-17.74
34	102	68	793.32	795.74	####	4.58	38.42	4.86	4.30	4.68	4.38	####	-0.224	-0.219	-0.223	-2.32	-18.40
34	104	70	797.40	799.55	####	4.08	37.90	4.91	4.32	4.72	4.39	####	-0.200	-0.210	-0.204	-2.09	-18.99
34	106	72	802.29	802.29	####	4.90	40.41	4.94	4.31	4.75	4.39	####	0.000	0.000	0.000	-1.81	-19.76
34	108	74	805.46	807.74	####	3.17	41.57	4.99	4.34	4.79	4.41	####	0.074	0.094	0.080	-1.66	-20.35
34	110	76	808.50	810.70	####	3.04	42.62	5.04	4.37	4.84	4.44	####	0.126	0.143	0.131	-1.47	-20.80
34	112	78	810.98	813.16	####	2.48	43.62	5.09	4.39	4.89	4.46	####	0.164	0.169	0.165	-1.15	-21.26
34	114	80	812.90	815.00	####	1.92	44.46	5.16	4.41	4.95	4.48	####	0.218	0.195	0.211	-0.94	-21.59
34	116	82	814.38	816.52	####	1.49	45.35	5.23	4.43	5.01	4.50	####	0.251	0.209	0.239	-0.72	-21.95
34	118	84	815.49	817.67	####	1.11	46.23	5.30	4.45	5.07	4.52	####	0.273	0.219	0.258	-0.55	-22.32
34	120	86	816.27	818.41	####	0.78	47.14	5.36	4.46	5.12	4.53	####	0.286	0.223	0.269	-0.37	-22.68
34	122	88	816.67	818.88	####	0.39	47.97	5.42	4.48	5.18	4.55	####	0.288	0.225	0.270	-0.19	-23.03
34	124	90	816.91	818.99	####	0.25	48.89	5.49	4.50	5.24	4.57	####	-0.277	-0.221	-0.262	-0.29	-23.54
34	126	92	816.48	818.67	####	-0.44	49.02	5.55	4.51	5.29	4.58	####	0.273	0.221	0.259	0.11	-23.69
36	68	32	543.93	547.25	####	####	-0.09	3.90	4.06	3.98	4.14	####	-0.239	-0.259	-0.249	-15.92	0.42
36	70	34	575.13	578.28	####	31.21	2.19	3.96	4.07	4.02	4.15	####	-0.264	-0.283	-0.273	-14.51	-0.63
36	72	36	602.27	605.21	606.91	27.13	5.92	4.04	4.10	4.07	4.18	4.16	-0.332	-0.344	-0.338	-12.95	-2.13
36	74	38	626.76	629.80	631.44	24.50	8.40	4.12	4.14	4.13	4.22	4.19	0.474	0.480	0.477	-12.50	-4.47
36	76	40	650.34	650.34	654.27	23.58	11.03	4.08	4.06	4.07	4.14	4.20	0.000	0.000	0.000	-11.87	-5.24
36	78	42	671.79	671.79	675.58	21.45	13.04	4.13	4.07	4.10	4.15	4.20	0.000	0.000	0.000	-10.48	-6.39
36	80	44	692.29	694.56	695.43	20.50	15.09	4.18	4.08	4.14	4.16	4.20	0.091	0.100	0.095	-10.14	-7.21
36	82	46	712.08	714.22	714.28	19.79	16.75	4.23	4.10	4.17	4.17	4.19	0.132	0.137	0.134	-9.61	-7.98
36	84	48	730.50	732.29	732.27	18.42	18.82	4.27	4.10	4.20	4.18	4.19	0.123	0.131	0.126	-8.61	-9.03
36	86	50	748.06	748.06	749.23	17.55	22.27	4.29	4.10	4.21	4.18	4.18	0.000	0.000	0.000	-7.24	-10.48
36	88	52	758.39	760.95	761.80	10.34	23.28	4.37	4.13	4.28	4.21	4.22	-0.107	-0.109	-0.108	-5.57	-11.20
36	90	54	769.21	771.96	773.21	10.82	24.16	4.45	4.17	4.34	4.25	4.24	-0.183	-0.176	-0.180	-5.59	-11.63
36	92	56	780.12	782.96	783.17	10.91	25.54	4.53	4.22	4.41	4.30	4.27	-0.249	-0.240	-0.245	-5.50	-12.18
36	94	58	790.64	793.33	791.89	10.52	27.17	4.60	4.26	4.47	4.33	4.30	-0.287	-0.274	-0.282	-5.03	-12.89
36	96	60	799.88	802.58	799.76	9.24	29.12	4.67	4.30	4.53	4.37	4.33	-0.319	-0.305	-0.314	-4.36	-13.86
36	98	62	807.76	810.61	####	7.88	30.46	4.72	4.32	4.57	4.39	####	-0.309	-0.297	-0.304	-3.94	-14.61
36	100	64	815.10	817.69	####	7.34	31.75	4.74	4.30	4.59	4.37	####	-0.219	-0.196	-0.211	-3.82	-15.42
36	102	66	822.04	824.56	####	6.94	33.30	4.79	4.31	4.63	4.39	####	-0.201	-0.183	-0.195	-3.41	-16.24
36	104	68	828.32	830.75	####	6.29	35.00	4.83	4.32	4.66	4.39	####	-0.137	-0.135	-0.136	-3.25	-17.20
36	106	70	835.13	835.13	####	6.81	37.74	4.88	4.33	4.70	4.40	####	0.000	0.000	0.000	-3.30	-17.92
36	108	72	840.56	840.56	####	5.43	38.27	4.92	4.35	4.74	4.42	####	0.000	0.000	0.000	-2.53	-18.62
36	110	74	845.02	845.02	####	4.46	39.56	4.96	4.37	4.77	4.44	####	0.000	0.000	0.000	-2.20	-19.30
36	112	76	849.00	851.12	####	3.98	40.50	5.00	4.40	4.81	4.47	####	0.059	0.067	0.062	-1.98	-19.84
36	114	78	852.56	854.60	####	3.56	41.58	5.04	4.42	4.85	4.49	####	0.081	0.086	0.083	-1.68	-20.40
36	116	80	855.47	855.47	####	2.91	42.57	5.07	4.44	4.88	4.51	####	0.000	0.000	0.000	-1.45	-21.13
36	118	82	857.98	857.98	####	2.51	43.60	5.10	4.46	4.91	4.53	####	0.000	0.000	0.000	-0.88	-21.74
36	120	84	859.01	859.01	####	1.03	43.52	5.18	4.47	4.98	4.54	####	0.000	0.000	0.000	-0.55	-22.00
36	122	86	860.02	861.98	####	1.01	43.75	5.29	4.48	5.06	4.56	####	0.194	0.131	0.176	-0.64	-21.85
36	124	88	861.17	863.21	####	1.15	44.50	5.36	4.50	5.12	4.57	####	-0.201	-0.149	-0.186	-0.64	-22.16
36	126	90	862.16	864.19	####	0.99	45.25	5.43	4.52	5.18	4.59	####	-0.228	-0.167	-0.211	-0.54	-22.35
36	128	92	862.48	863.96	####	0.32	46.00	5.50	4.58	5.26	4.65	####	-0.306	-0.249	-0.290	-0.40	-22.43
36	130	94	863.47	865.57	####	1.00	46.45	5.54	4.56	5.29	4.63	####	-0.249	-0.184	-0.231	-0.28	-22.90
36	132	96	863.72	865.77	####	0.24	47.15	5.60	4.57	5.34	4.64	####	-0.240	-0.178	-0.223	-0.15	-23.25
36	134	98	863.71	865.68	####	-0.01	47.91	5.65	4.58	5.38	4.65	####	-0.226	-0.169	-0.211	-0.02	-23.62
38	72	34	574.88	577.83	####	####	-0.25	3.97	4.14	4.06	4.21	####	-0.254	-0.266	-0.261	-15.60	0.45
38	74	36	604.31	607.21	####	29.43	2.04	4.09	4.20	4.14	4.27	####	0.457	0.492	0.475	-15.43	-1.13
38	76	38	634.57	637.39	637.94	30.26	7.81	4.14	4.20	4.17	4.28	####	0.480	0.498	0.489	-13.84	-2.46
38	78	40	659.26	662.20	663.01	24.69	8.92	4.19	4.21	4.20	4.28	4.26	0.488	0.496	0.492	-11.64	-4.02
38	80	42	682.93	682.93	686.29	23.67	11.14	4.14	4.12	4.13	4.20	4.26	0.000	0.000	0.000	-11.66	-5.37
38	82	44	705.55	705.55	708.13	22.62	13.26	4.18	4.13	4.16	4.21	4.25	0.000	0.000	0.000	-11.00	-6.18
38	84	46	726.88	726.88	728.91	21.33	14.80	4.23	4.14	4.19	4.21	4.24	-0.025	-0.027	-0.026	-10.52	-7.12
38	86	48	747.42	747.42	748.93	20.54	16.92	4.26	4.14	4.21	4.22	4.23	0.000	0.000	0.000	-10.09	-8.08
38	88	50	767.31	767.31	768.47	19.89	19.25	4.30	4.15	4.23	4.22	4.22	0.000	0.000	0.000	-8.12	-8.96
38	90	52	779.40	781.56	782.64	12.10	21.01	4.37	4.17	4.28	4.25	4.26	-0.058	-0.057	-0.057	-6.22	-9.81
38	92	54	791.43	793.86	795.70	12.03	22.22	4.44	4.20	4.34	4.27	4.29	-0.121	-0.112	-0.117	-6.12	-10.48
38	94	56	803.16	805.82	807.82	11.73	23.04	4.51	4.25	4.41	4.32	4.32	-0.207	-0.193	-0.202	-6.07	-11.14
38	96	58	815.01	817.81	818.04	11.85	24.38	4.66	4.39	4.55	4.46	4.35	0.498	0.480	0.491	-5.85	-12.33
38	98	60	825.81	828.57	827.68	10.80	25.93	4.70	4.40	4.58	4.47	4.44	0.477	0.464	0.472	-5.23	-13.11
38	100	62	835.54	838.26	837.22	9.73	27.78	4.74	4.41	4.62	4.48	4.46	0.457	0.450	0.454	-4.76	-13.84
38	102	64	844.84	847.31	845.70	9.30	29.74	4.72	4.32	4.58	4.40	####	-0.182	-0.153	-0.171	-4.64	-14.28
38	104	66	853.47	855.91	####	8.63	31.43	4.77	4.34	4.62	4.41	####	-0.148	-0.128	-0.141	-4.28	-14.97
38	106	68	861.18	863.26	####	7.71	32.86	4.81	4.34	4.65	4.42	####	0.000	0.000	0.000	-4.52	-16.02
38	108	70	869.69	869.69	####	8.51	34.56	4.86	4.36	4.69	4.43	####	0.000	0.000	0.000	-3.95	-16.63
38	110	72	876.46	876.46	####	6.77	35.90	4.90	4.38	4.72	4.45	####	0.000	0.000	0.000	-3.21	-17.30
38	112	74	882.23	882.23	####	5.77	37.21	4.93	4.40	4.76	4.47	####	0.000	0.000	0.000	-2.84	-17.95
38	114	76	887.38	887.38	####	5.15	38.38	4.97	4.42	4.80	4.49	####	0.000	0.000	0.000	-2.56	-18.58
38	116	78	892.07	892.07	####	4.69	39.51	5.01	4.44	4.83	4.51	####	0.000	0.000	0.000	-2.31	-19.19
38	118	80	896.30	896.30	####	4.24	40.84	5.04	4.46	4.86	4.53	####	0.000	0.000	0.000	-2.02	-19.78
38	120	82	900.02	900.02	####	3.71	42.04	5.07	4.48	4.89	4.55	####	0.000	0.000	0.000	-1.33	-20.41
